"ENSMBL.ID"	"log2FoldChange"	"padj"	"ENTREZID"	"SYMBOL"	"GENENAME"
"ENSG00000004059"	0.14571828755758	0.00390309535965557	381	"ARF5"	"ADP ribosylation factor 5"
"ENSG00000004139"	-0.848783727101524	2.2686760675114e-77	23098	"SARM1"	"sterile alpha and TIR motif containing 1"
"ENSG00000004142"	0.34177671162635	2.45904288777723e-19	26073	"POLDIP2"	"DNA polymerase delta interacting protein 2"
"ENSG00000004399"	-0.248781221908549	0.000235923525969469	23129	"PLXND1"	"plexin D1"
"ENSG00000004455"	0.551650863975453	6.40637169567638e-96	204	"AK2"	"adenylate kinase 2"
"ENSG00000004468"	2.1967636874161	2.79989079082211e-99	952	"CD38"	"CD38 molecule"
"ENSG00000004478"	0.320151859359042	3.26717027404707e-11	2288	"FKBP4"	"FK506 binding protein 4"
"ENSG00000004487"	0.208799323421766	1.61313707975996e-22	23028	"KDM1A"	"lysine demethylase 1A"
"ENSG00000004534"	-0.165197422606054	0.0224409353824044	10180	"RBM6"	"RNA binding motif protein 6"
"ENSG00000004660"	-0.205889195264652	0.00183119634191834	84254	"CAMKK1"	"calcium/calmodulin dependent protein kinase kinase 1"
"ENSG00000004700"	-0.0393225837301107	0.47092042314554	5965	"RECQL"	"RecQ like helicase"
"ENSG00000004766"	0.122169619160017	0.0446458233960898	55610	"VPS50"	"VPS50, EARP/GARPII complex subunit"
"ENSG00000004776"	-1.26123338841046	1.05374349842373e-28	126393	"HSPB6"	"heat shock protein family B (small) member 6"
"ENSG00000004777"	-0.192305850042864	0.0863914122787182	115703	"ARHGAP33"	"Rho GTPase activating protein 33"
"ENSG00000004779"	0.400576838781578	1.97730663743972e-22	4706	"NDUFAB1"	"NADH:ubiquinone oxidoreductase subunit AB1"
"ENSG00000004799"	-1.3781803749568	7.16348166376873e-22	5166	"PDK4"	"pyruvate dehydrogenase kinase 4"
"ENSG00000004864"	0.745317488104532	1.44959772322145e-69	10165	"SLC25A13"	"solute carrier family 25 member 13"
"ENSG00000004866"	-0.0628204221552733	0.0519129678339492	7982	"ST7"	"suppression of tumorigenicity 7"
"ENSG00000004897"	0.207170145993259	0.000141858836324212	996	"CDC27"	"cell division cycle 27"
"ENSG00000004961"	0.476579304497206	1.60941866389926e-50	3052	"HCCS"	"holocytochrome c synthase"
"ENSG00000004975"	-0.394859509541221	1.6927390212389e-14	1856	"DVL2"	"dishevelled segment polarity protein 2"
"ENSG00000005001"	3.3890216892477	1.80557380140642e-149	64063	"PRSS22"	"protease, serine 22"
"ENSG00000005007"	0.0952263177463369	0.0797056111696617	5976	"UPF1"	"UPF1, RNA helicase and ATPase"
"ENSG00000005020"	-0.114633264342972	0.0606110272999598	8935	"SKAP2"	"src kinase associated phosphoprotein 2"
"ENSG00000005022"	0.842899124937191	9.21802015966144e-72	292	"SLC25A5"	"solute carrier family 25 member 5"
"ENSG00000005059"	0.970637649022498	4.8487694376108e-93	55013	"MCUB"	"mitochondrial calcium uniporter dominant negative beta subunit"
"ENSG00000005073"	-1.16313769829516	4.63765245276765e-31	3207	"HOXA11"	"homeobox A11"
"ENSG00000005075"	0.0159591653590317	0.827207172068488	5439	"POLR2J"	"RNA polymerase II subunit J"
"ENSG00000005100"	0.463246987912398	1.57887598483028e-43	56919	"DHX33"	"DEAH-box helicase 33"
"ENSG00000005102"	-0.446746360523399	1.57669121466038e-10	4222	"MEOX1"	"mesenchyme homeobox 1"
"ENSG00000005108"	-0.487494246537349	5.78441289539659e-09	221981	"THSD7A"	"thrombospondin type 1 domain containing 7A"
"ENSG00000005156"	0.111218049667925	0.000754954268482419	3980	"LIG3"	"DNA ligase 3"
"ENSG00000005175"	0.115309325738734	0.0687036151409224	79657	"RPAP3"	"RNA polymerase II associated protein 3"
"ENSG00000005187"	-1.2516671421412	9.55099577561482e-20	6296	"ACSM3"	"acyl-CoA synthetase medium-chain family member 3"
"ENSG00000005189"	-0.0357766293299097	0.478636569041082	81691	"LOC81691"	"exonuclease NEF-sp"
"ENSG00000005194"	0.707860454177108	6.65943708620805e-112	57019	"CIAPIN1"	"cytokine induced apoptosis inhibitor 1"
"ENSG00000005206"	-0.136134907392509	0.0408540854158254	56928	"SPPL2B"	"signal peptide peptidase like 2B"
"ENSG00000005238"	0.283711006001664	3.58864029976172e-09	80256	"FAM214B"	"family with sequence similarity 214 member B"
"ENSG00000005243"	-0.633948101641731	2.09958977490139e-34	51226	"COPZ2"	"coatomer protein complex subunit zeta 2"
"ENSG00000005249"	-0.576783773517787	1.69068067908561e-13	5577	"PRKAR2B"	"protein kinase cAMP-dependent type II regulatory subunit beta"
"ENSG00000005302"	0.514835544701099	6.47145286413489e-27	10943	"MSL3"	"male-specific lethal 3 homolog (Drosophila)"
"ENSG00000005339"	-0.305830688983114	1.24568353009013e-11	1387	"CREBBP"	"CREB binding protein"
"ENSG00000005379"	-0.822900940562605	5.5383542993775e-25	9256	"TSPOAP1"	"TSPO associated protein 1"
"ENSG00000005436"	-0.234860998061747	0.000177102179245967	6936	"GCFC2"	"GC-rich sequence DNA-binding factor 2"
"ENSG00000005448"	-0.194432206150402	0.000744378868420426	84058	"WDR54"	"WD repeat domain 54"
"ENSG00000005469"	0.78283044237954	5.60478305487399e-45	54677	"CROT"	"carnitine O-octanoyltransferase"
"ENSG00000005471"	-0.543513304809564	9.12520116592934e-18	5244	"ABCB4"	"ATP binding cassette subfamily B member 4"
"ENSG00000005483"	-0.359875711362015	1.39598685454829e-15	55904	"KMT2E"	"lysine methyltransferase 2E"
"ENSG00000005486"	-0.00529140576421089	0.934457971914852	57414	"RHBDD2"	"rhomboid domain containing 2"
"ENSG00000005513"	-1.47276296126311	2.97492631001048e-45	30812	"SOX8"	"SRY-box 8"
"ENSG00000005700"	0.0606417727882933	0.316660240158221	25998	"IBTK"	"inhibitor of Bruton tyrosine kinase"
"ENSG00000005801"	0.107192460969147	0.0764769637074423	7748	"ZNF195"	"zinc finger protein 195"
"ENSG00000005810"	0.309352484433415	2.39712126764489e-07	23077	"MYCBP2"	"MYC binding protein 2, E3 ubiquitin protein ligase"
"ENSG00000005812"	-0.356806419025154	1.01877972456437e-12	26224	"FBXL3"	"F-box and leucine rich repeat protein 3"
"ENSG00000005844"	1.16560939761286	1.74863423026246e-37	3683	"ITGAL"	"integrin subunit alpha L"
"ENSG00000005882"	-0.688231916792486	1.12378648744596e-27	5164	"PDK2"	"pyruvate dehydrogenase kinase 2"
"ENSG00000005884"	0.341810756372466	1.02152243895234e-08	3675	"ITGA3"	"integrin subunit alpha 3"
"ENSG00000005889"	-0.106187963253129	0.0940302891381202	7543	"ZFX"	"zinc finger protein, X-linked"
"ENSG00000005893"	0.178752852585213	1.97792750358272e-05	3920	"LAMP2"	"lysosomal associated membrane protein 2"
"ENSG00000006007"	-0.0605846024171537	0.0914683515070711	51573	"GDE1"	"glycerophosphodiester phosphodiesterase 1"
"ENSG00000006015"	-0.122590490583658	0.152465113396115	55049	"C19orf60"	"chromosome 19 open reading frame 60"
"ENSG00000006016"	-0.175896529897735	0.0816709236540588	9244	"CRLF1"	"cytokine receptor like factor 1"
"ENSG00000006025"	-0.22603874535939	0.00513445362243376	114881	"OSBPL7"	"oxysterol binding protein like 7"
"ENSG00000006042"	-0.753537181895129	2.84911738581364e-52	26022	"TMEM98"	"transmembrane protein 98"
"ENSG00000006047"	-1.27376849420109	2.67609140153912e-40	51087	"YBX2"	"Y-box binding protein 2"
"ENSG00000006062"	0.0774377045136209	0.290474649132608	9020	"MAP3K14"	"mitogen-activated protein kinase kinase kinase 14"
"ENSG00000006118"	0.348463919879178	0.000235143855280241	54972	"TMEM132A"	"transmembrane protein 132A"
"ENSG00000006125"	-0.273124455846754	2.94167386694045e-15	163	"AP2B1"	"adaptor related protein complex 2 beta 1 subunit"
"ENSG00000006194"	-0.376175030515802	5.0066525779398e-55	10127	"ZNF263"	"zinc finger protein 263"
"ENSG00000006210"	-0.0716842759915706	0.389247398165671	6376	"CX3CL1"	"C-X3-C motif chemokine ligand 1"
"ENSG00000006282"	-0.332845604868824	7.42088542408555e-07	64847	"SPATA20"	"spermatogenesis associated 20"
"ENSG00000006283"	-0.836265197010202	7.61192138601466e-19	8913	"CACNA1G"	"calcium voltage-gated channel subunit alpha1 G"
"ENSG00000006327"	0.877727923168952	5.40775349867394e-15	51330	"TNFRSF12A"	"TNF receptor superfamily member 12A"
"ENSG00000006432"	1.26010982496936	4.54399798196588e-85	4293	"MAP3K9"	"mitogen-activated protein kinase kinase kinase 9"
"ENSG00000006451"	0.255654492695194	1.83277454619944e-09	5898	"RALA"	"RAS like proto-oncogene A"
"ENSG00000006453"	-0.288157744079122	1.23707540537696e-16	55971	"BAIAP2L1"	"BAI1 associated protein 2 like 1"
"ENSG00000006459"	0.384402703351547	8.46018889002214e-09	80853	"KDM7A"	"lysine demethylase 7A"
"ENSG00000006468"	-0.773365917479448	1.53301379059715e-17	2115	"ETV1"	"ETS variant 1"
"ENSG00000006530"	0.0621339728866154	0.0368439196864418	55750	"AGK"	"acylglycerol kinase"
"ENSG00000006534"	0.00767551344797413	0.920582578637761	221	"ALDH3B1"	"aldehyde dehydrogenase 3 family member B1"
"ENSG00000006555"	1.13235340964815	1.21552681967802e-76	55001	"TTC22"	"tetratricopeptide repeat domain 22"
"ENSG00000006576"	0.546908093044326	4.06161293752693e-15	57157	"PHTF2"	"putative homeodomain transcription factor 2"
"ENSG00000006607"	0.41722706416976	6.91841889328163e-43	9855	"FARP2"	"FERM, ARH/RhoGEF and pleckstrin domain protein 2"
"ENSG00000006625"	0.974708626406537	3.30200338525018e-35	79017	"GGCT"	"gamma-glutamylcyclotransferase"
"ENSG00000006634"	0.985783264593807	6.88803559845804e-52	10926	"DBF4"	"DBF4 zinc finger"
"ENSG00000006638"	-0.728356200653711	3.34102435895598e-16	6915	"TBXA2R"	"thromboxane A2 receptor"
"ENSG00000006652"	0.122351698214665	0.0649587847616009	3475	"IFRD1"	"interferon related developmental regulator 1"
"ENSG00000006695"	0.723008819552154	1.1359728595947e-84	1352	"COX10"	"COX10, heme A:farnesyltransferase cytochrome c oxidase assembly factor"
"ENSG00000006704"	0.123957083784887	0.00596582203092114	9569	"GTF2IRD1"	"GTF2I repeat domain containing 1"
"ENSG00000006712"	0.383905428038616	3.74846581831101e-16	54623	"PAF1"	"PAF1 homolog, Paf1/RNA polymerase II complex component"
"ENSG00000006715"	-0.272027186689971	1.4291362517664e-14	27072	"VPS41"	"VPS41, HOPS complex subunit"
"ENSG00000006740"	-0.64678232757742	4.10659184968233e-25	9912	"ARHGAP44"	"Rho GTPase activating protein 44"
"ENSG00000006744"	0.43122044528182	1.43237709491302e-27	60528	"ELAC2"	"elaC ribonuclease Z 2"
"ENSG00000006747"	-1.91870155273265	3.84222463824919e-115	85477	"SCIN"	"scinderin"
"ENSG00000006756"	-0.218591401928797	1.25014175575251e-07	414	"ARSD"	"arylsulfatase D"
"ENSG00000006757"	-0.122260384939214	0.0407679775980158	8228	"PNPLA4"	"patatin like phospholipase domain containing 4"
"ENSG00000006831"	0.574726368261571	4.13050460988312e-82	79602	"ADIPOR2"	"adiponectin receptor 2"
"ENSG00000007047"	-0.0277070616271125	0.635159402558639	57787	"MARK4"	"microtubule affinity regulating kinase 4"
"ENSG00000007062"	0.2777594022039	0.0319688696172738	8842	"PROM1"	"prominin 1"
"ENSG00000007080"	0.383246060176693	2.02274274329006e-05	115098	"CCDC124"	"coiled-coil domain containing 124"
"ENSG00000007168"	0.0781603756350705	0.0148345832414035	5048	"PAFAH1B1"	"platelet activating factor acetylhydrolase 1b regulatory subunit 1"
"ENSG00000007171"	5.55512937795509	6.99148145127481e-197	4843	"NOS2"	"nitric oxide synthase 2"
"ENSG00000007174"	-0.780083725184693	2.99305931591374e-23	1770	"DNAH9"	"dynein axonemal heavy chain 9"
"ENSG00000007202"	0.119697007841446	0.000363984220064121	9703	"KIAA0100"	"KIAA0100"
"ENSG00000007216"	-1.32050215942988	1.54746821293415e-11	9058	"SLC13A2"	"solute carrier family 13 member 2"
"ENSG00000007237"	-0.562474098024854	3.89455846166235e-25	8522	"GAS7"	"growth arrest specific 7"
"ENSG00000007255"	-1.09562942604829	1.11930902375276e-46	79090	"TRAPPC6A"	"trafficking protein particle complex 6A"
"ENSG00000007264"	0.285136961701741	0.00314076490235315	4145	"MATK"	"megakaryocyte-associated tyrosine kinase"
"ENSG00000007306"	-1.86361878418444	2.63571458833961e-40	1087	"CEACAM7"	"carcinoembryonic antigen related cell adhesion molecule 7"
"ENSG00000007312"	-0.299042591553356	0.000813500510458263	974	"CD79B"	"CD79b molecule"
"ENSG00000007341"	-0.646850691033559	3.75231470734516e-36	54879	"ST7L"	"suppression of tumorigenicity 7 like"
"ENSG00000007372"	-0.576237824511402	3.96567529629215e-13	5080	"PAX6"	"paired box 6"
"ENSG00000007376"	0.523088366749149	1.80549085389599e-10	113000	"RPUSD1"	"RNA pseudouridylate synthase domain containing 1"
"ENSG00000007384"	-0.0910452844491923	0.0969706500011373	64285	"RHBDF1"	"rhomboid 5 homolog 1"
"ENSG00000007392"	0.163438902114124	0.0366241770459563	55692	"LUC7L"	"LUC7 like"
"ENSG00000007402"	-1.74990492008089	2.12316538117845e-144	9254	"CACNA2D2"	"calcium voltage-gated channel auxiliary subunit alpha2delta 2"
"ENSG00000007516"	-0.0282138888722238	0.65008947270202	8938	"BAIAP3"	"BAI1 associated protein 3"
"ENSG00000007520"	0.115805058838993	0.0762227908233298	115939	"TSR3"	"TSR3, acp transferase ribosome maturation factor"
"ENSG00000007541"	-0.164867771571346	0.0167906129073773	9091	"PIGQ"	"phosphatidylinositol glycan anchor biosynthesis class Q"
"ENSG00000007545"	-0.11424072736977	0.00381502112167288	57585	"CRAMP1"	"cramped chromatin regulator homolog 1"
"ENSG00000007866"	0.141648874621499	0.00718280923781848	7005	"TEAD3"	"TEA domain transcription factor 3"
"ENSG00000007908"	1.52138958008389	2.6476648856374e-26	6401	"SELE"	"selectin E"
"ENSG00000007923"	0.429953698432474	4.07521739910838e-34	55735	"DNAJC11"	"DnaJ heat shock protein family (Hsp40) member C11"
"ENSG00000007933"	0.747007763398949	5.58831107460976e-13	2328	"FMO3"	"flavin containing monooxygenase 3"
"ENSG00000007944"	-0.0788256801340698	0.0397433416109277	29116	"MYLIP"	"myosin regulatory light chain interacting protein"
"ENSG00000007968"	1.0623188489737	5.13446203982507e-72	1870	"E2F2"	"E2F transcription factor 2"
"ENSG00000008018"	0.260371079080474	6.93167337540482e-13	5689	"PSMB1"	"proteasome subunit beta 1"
"ENSG00000008083"	0.0656993333493963	0.151855268566752	3720	"JARID2"	"jumonji and AT-rich interaction domain containing 2"
"ENSG00000008086"	0.307169222296666	1.96601466300059e-08	6792	"CDKL5"	"cyclin dependent kinase like 5"
"ENSG00000008128"	0.0619015478236209	0.29272472065306	728642	"CDK11A"	"cyclin dependent kinase 11A"
"ENSG00000008130"	-0.00512149019498475	0.913346654946789	65220	"NADK"	"NAD kinase"
"ENSG00000008196"	-0.570989993428724	9.12716572802106e-22	7021	"TFAP2B"	"transcription factor AP-2 beta"
"ENSG00000008226"	0.0891176048341431	0.157259174163348	9940	"DLEC1"	"deleted in lung and esophageal cancer 1"
"ENSG00000008256"	-0.316033423595104	1.37438765191076e-24	9265	"CYTH3"	"cytohesin 3"
"ENSG00000008277"	-1.32257023242855	2.575179746749e-51	53616	"ADAM22"	"ADAM metallopeptidase domain 22"
"ENSG00000008282"	0.20895578103446	3.65040134551903e-05	6856	"SYPL1"	"synaptophysin like 1"
"ENSG00000008283"	-0.0746779761671121	0.0586387483736879	1534	"CYB561"	"cytochrome b561"
"ENSG00000008294"	-0.0160242359431406	0.72287524847572	9043	"SPAG9"	"sperm associated antigen 9"
"ENSG00000008300"	0.574444863642422	1.15716469573832e-14	1951	"CELSR3"	"cadherin EGF LAG seven-pass G-type receptor 3"
"ENSG00000008311"	1.81066894240753	2.44758733442671e-123	10157	"AASS"	"aminoadipate-semialdehyde synthase"
"ENSG00000008323"	-0.569322179062774	1.01490959226631e-13	55200	"PLEKHG6"	"pleckstrin homology and RhoGEF domain containing G6"
"ENSG00000008324"	0.270968950395303	1.16130684870838e-13	51188	"SS18L2"	"SS18 like 2"
"ENSG00000008382"	-0.070315843358201	0.307952970656275	84954	"MPND"	"MPN domain containing"
"ENSG00000008394"	-1.59667954052977	1.33066116655629e-28	4257	"MGST1"	"microsomal glutathione S-transferase 1"
"ENSG00000008405"	-0.273264275614702	1.86664153151193e-06	1407	"CRY1"	"cryptochrome circadian clock 1"
"ENSG00000008441"	-0.752199962429758	3.55088223868316e-33	4784	"NFIX"	"nuclear factor I X"
"ENSG00000008513"	-0.182954044348559	0.0035346770576019	6482	"ST3GAL1"	"ST3 beta-galactoside alpha-2,3-sialyltransferase 1"
"ENSG00000008516"	0.964916591776039	2.7790401981334e-25	64386	"MMP25"	"matrix metallopeptidase 25"
"ENSG00000008517"	0.769680894703042	1.31695507251825e-18	9235	"IL32"	"interleukin 32"
"ENSG00000008710"	-0.903606560291366	1.31075315754802e-28	5310	"PKD1"	"polycystin 1, transient receptor potential channel interacting"
"ENSG00000008735"	-0.334621419056675	0.00334539213237905	23542	"MAPK8IP2"	"mitogen-activated protein kinase 8 interacting protein 2"
"ENSG00000008838"	0.128885498227537	0.00248929197808966	9862	"MED24"	"mediator complex subunit 24"
"ENSG00000008853"	-0.626317325229562	7.47161598430043e-26	23221	"RHOBTB2"	"Rho related BTB domain containing 2"
"ENSG00000008869"	-0.25787955974498	4.51563476935112e-09	54497	"HEATR5B"	"HEAT repeat containing 5B"
"ENSG00000008952"	-0.499731248087265	8.78291144282324e-22	7095	"SEC62"	"SEC62 homolog, preprotein translocation factor"
"ENSG00000008988"	-0.38575040235057	9.84795804161786e-14	6224	"RPS20"	"ribosomal protein S20"
"ENSG00000009307"	-0.0647909075640205	0.0477142685420633	7812	"CSDE1"	"cold shock domain containing E1"
"ENSG00000009335"	0.471718782400042	1.54277451933325e-71	9690	"UBE3C"	"ubiquitin protein ligase E3C"
"ENSG00000009413"	-0.0863682152442892	0.256706571225598	5980	"REV3L"	"REV3 like, DNA directed polymerase zeta catalytic subunit"
"ENSG00000009694"	-0.979274642041113	1.28406465874971e-15	10178	"TENM1"	"teneurin transmembrane protein 1"
"ENSG00000009724"	-1.06320210088815	1.41209783672094e-32	10747	"MASP2"	"mannan binding lectin serine peptidase 2"
"ENSG00000009780"	-0.260877774115011	1.5240187991389e-07	199870	"FAM76A"	"family with sequence similarity 76 member A"
"ENSG00000009790"	0.671676631432268	7.46143948636482e-29	80342	"TRAF3IP3"	"TRAF3 interacting protein 3"
"ENSG00000009830"	-0.0510961570081356	0.21817398841161	29954	"POMT2"	"protein O-mannosyltransferase 2"
"ENSG00000009844"	0.238355883934009	1.16761855033461e-09	51534	"VTA1"	"vesicle trafficking 1"
"ENSG00000009950"	-1.00205447351545	1.07665562776971e-10	51085	"MLXIPL"	"MLX interacting protein like"
"ENSG00000009954"	0.096468589900006	0.015674639026294	9031	"BAZ1B"	"bromodomain adjacent to zinc finger domain 1B"
"ENSG00000010017"	0.618903772147999	7.03607097371817e-44	10048	"RANBP9"	"RAN binding protein 9"
"ENSG00000010030"	0.0636692155696189	0.420843175139955	51513	"ETV7"	"ETS variant 7"
"ENSG00000010072"	0.197883897410605	7.39943813478141e-10	83932	"SPRTN"	"SprT-like N-terminal domain"
"ENSG00000010165"	0.0696793500019928	0.0743973890941789	51603	"METTL13"	"methyltransferase like 13"
"ENSG00000010219"	0.253020390744084	6.30680450775306e-12	8798	"DYRK4"	"dual specificity tyrosine phosphorylation regulated kinase 4"
"ENSG00000010244"	0.453977094411688	8.29202905394247e-49	7756	"ZNF207"	"zinc finger protein 207"
"ENSG00000010256"	0.22387102484463	0.000161649745231254	7384	"UQCRC1"	"ubiquinol-cytochrome c reductase core protein I"
"ENSG00000010270"	0.0903852979939157	0.0609784783032025	83930	"STARD3NL"	"STARD3 N-terminal like"
"ENSG00000010278"	-0.204676417243787	2.81420583540983e-08	928	"CD9"	"CD9 molecule"
"ENSG00000010282"	-2.19999110664839	1.0961338357243e-26	57467	"HHATL"	"hedgehog acyltransferase-like"
"ENSG00000010292"	0.525376474625598	1.43393016982315e-41	9918	"NCAPD2"	"non-SMC condensin I complex subunit D2"
"ENSG00000010295"	-0.308667554911196	4.22832139795498e-05	25900	"IFFO1"	"intermediate filament family orphan 1"
"ENSG00000010318"	-0.250151060533711	6.63258716576072e-08	51533	"PHF7"	"PHD finger protein 7"
"ENSG00000010319"	-1.10917546564925	1.5611064736141e-44	56920	"SEMA3G"	"semaphorin 3G"
"ENSG00000010322"	-0.589650019296425	1.78693505996814e-28	11188	"NISCH"	"nischarin"
"ENSG00000010327"	0.132981522357399	0.158884149625494	23166	"STAB1"	"stabilin 1"
"ENSG00000010361"	-0.037111035255538	0.496596576678605	80199	"FUZ"	"fuzzy planar cell polarity protein"
"ENSG00000010404"	-0.499446271142211	1.33130676429576e-31	3423	"IDS"	"iduronate 2-sulfatase"
"ENSG00000010438"	1.70036446079041	2.04262574524325e-105	5646	"PRSS3"	"protease, serine 3"
"ENSG00000010539"	0.368215002143935	3.00435813128712e-12	7752	"ZNF200"	"zinc finger protein 200"
"ENSG00000010610"	0.135595024842487	0.0429454347725537	920	"CD4"	"CD4 molecule"
"ENSG00000010626"	-0.308749945889999	1.02880132048911e-13	10233	"LRRC23"	"leucine rich repeat containing 23"
"ENSG00000010671"	-0.00637790369090153	0.925426564938044	695	"BTK"	"Bruton tyrosine kinase"
"ENSG00000010704"	-0.136182514781421	0.0133991198864238	3077	"HFE"	"hemochromatosis"
"ENSG00000010803"	-0.430923648225598	8.60676003929869e-37	22955	"SCMH1"	"sex comb on midleg homolog 1 (Drosophila)"
"ENSG00000010810"	-0.581656201694956	1.04300770871036e-29	2534	"FYN"	"FYN proto-oncogene, Src family tyrosine kinase"
"ENSG00000010818"	0.180682946063013	0.00136934347778599	3097	"HIVEP2"	"human immunodeficiency virus type I enhancer binding protein 2"
"ENSG00000010932"	1.03096378580992	1.81289226834374e-24	2326	"FMO1"	"flavin containing monooxygenase 1"
"ENSG00000011007"	0.371943098643573	1.71108918115941e-40	6924	"ELOA"	"elongin A"
"ENSG00000011009"	0.671235200270627	4.32190287016468e-24	11313	"LYPLA2"	"lysophospholipase II"
"ENSG00000011021"	-0.411984170978549	1.63482014408742e-19	1185	"CLCN6"	"chloride voltage-gated channel 6"
"ENSG00000011028"	-0.791012877371329	1.38828933972364e-19	9902	"MRC2"	"mannose receptor C type 2"
